IlmnID,Chromosome,MAPINFO
cg14654833,11,1874291
cg18723409,11,1911547
cg09100017,11,1929491
cg08337959,11,1948933
cg06679296,11,1949032
cg06503573,11,1949039
cg01821149,11,1949090
cg09833701,11,1959051
cg14289294,11,1974984
cg08189124,11,1980957
cg06258939,11,1985287
cg27196158,11,2011238
cg18716210,11,2011346
cg22172494,11,2017362
cg01977486,11,2019736
cg16675558,11,2020101
cg18104242,11,2020118
cg02807948,11,2153991
cg21574853,11,2182573
cg25336198,11,2182618
cg03366382,11,2182644
cg24338752,11,2182672
cg04222986,11,2210860
cg07146321,11,2222912
cg25575145,11,2233644
cg16339434,11,2286788
cg19284039,11,2292895
cg11644479,11,2292914
cg12499235,11,2293173
cg17426084,11,2293552
cg13130588,11,2294872
cg11821865,11,2308511
cg10042645,11,2308589
cg07489413,11,2321937
cg11525052,11,2321955
cg25961099,11,2322050
cg03271487,11,2365581
cg12845432,11,2397773
cg19604470,11,2398856
cg16075139,11,2406923
cg05485639,11,2420097
cg10819467,11,2423244
cg26419883,11,2434192
cg12576557,11,2441080
cg11474811,11,2443869
cg20533553,11,2464822
cg10673351,11,2471097
cg09197492,11,2571399
cg13612693,11,2602171
cg20689362,11,2694005
cg03411938,11,2700003
cg02180189,11,2710486
cg11342234,11,2710838
cg06889525,11,2782615
cg17820828,11,2813298
cg01689159,11,2818128
cg25173341,11,2828525
cg19923326,11,2828778
cg26958174,11,2840699
cg13859639,11,2846716
cg13081704,11,2890457
cg05290058,11,2890551
cg26601317,11,2890575
cg24696183,11,2891360
cg12598865,11,2901843
cg10943932,11,2922833
cg14101500,11,2925594
cg13328151,11,2943039
cg02877538,11,3013651
cg14022622,11,3013815
cg13520770,11,3117181
cg06120313,11,3174092
cg26073542,11,3174128
cg06005892,11,3177622
cg16129132,11,3182119
cg26658509,11,3225550
cg18169940,11,3243281
cg03571383,11,3249252
cg22311230,11,3253769
cg06192220,11,3257489
cg13620921,11,3400587
cg08419523,11,3439378
cg21930889,11,3444479
cg03022438,11,3446843
cg19380371,11,3534552
cg26174656,11,3534637
cg08967584,11,3535099
cg06974175,11,3662967
cg13540210,11,3665003
cg21245372,11,3819539
cg19654882,11,3829219
cg01156876,11,3837911
cg00034130,11,3862931
cg27660192,11,4258933
cg23160136,11,4600034
cg23520574,11,4928572
cg23295623,11,4928579
cg08158115,11,5165693
cg25310592,11,5174413
cg05133853,11,5265008
cg12559170,11,5275217
cg03306956,11,5291298
cg01389283,11,5539372
cg05391002,11,5616177
cg19259280,11,5653922
cg12884422,11,5830030
cg04467334,11,6291927
cg04488853,11,6293288
cg12755421,11,6342214
cg16245261,11,6342357
cg10208301,11,6592745
cg19462847,11,6633911
cg09236382,11,6676366
cg19039925,11,6744048
cg12186981,11,6804983
cg20244273,11,7597349
cg01607369,11,7598673
cg03826976,11,7695433
cg15983605,11,7927557
cg14619716,11,7927625
cg12344107,11,7931343
cg10308578,11,8053246
cg05140433,11,8060124
cg15247111,11,8615751
cg08015107,11,8618950
cg05888947,11,8705581
cg25627675,11,8707082
cg26801109,11,8710368
cg20352410,11,8710644
cg20573919,11,8710810
cg06475181,11,8710910
cg08726522,11,8739587
cg01902758,11,8816428
cg17638841,11,8832817
cg05382313,11,8836048
cg19793902,11,8941146
cg05959241,11,9410352
cg12521634,11,10154929
cg24900563,11,10320161
cg01584086,11,10373718
cg06630494,11,10388411
cg18593305,11,10476023
cg18010131,11,10476620
cg01522525,11,10529706
cg07054804,11,10621492
cg05382956,11,10627849
cg26234233,11,11431532
cg21620540,11,12031314
cg01400480,11,12252002
cg14603605,11,12279778
cg02143936,11,12284949
cg07058144,11,12296815
cg08550882,11,12308354
cg05646174,11,12396256
cg10693390,11,12411772
cg13518121,11,12434385
cg21198586,11,12791832
cg13037187,11,12841277
cg15805337,11,12935897
cg03860400,11,13485289
cg07033475,11,13508769
cg11976911,11,13509032
cg02126896,11,13938802
cg23722437,11,13983009
cg23284931,11,13983273
cg04467639,11,14495049
cg26224915,11,14665366
cg24117998,11,14994003
cg21910615,11,15132814
cg09663343,11,15363270
cg06634228,11,15438255
cg12944659,11,15957513
cg05565400,11,15963106
cg20446948,11,15963167
cg17284609,11,16424673
cg27267310,11,16946393
cg02095290,11,17008895
cg01251548,11,17372745
cg18828306,11,17555864
cg26338473,11,17599798
cg05694840,11,17743080
cg19178324,11,17759573
cg11047973,11,18034355
cg05304057,11,18141625
cg04448476,11,18159842
cg06978737,11,18194514
cg09914480,11,18268064
cg06522679,11,18287231
cg11347316,11,18343657
cg09583302,11,18414888
cg14259717,11,18433732
cg08418111,11,18433745
cg23116163,11,18720307
cg07173547,11,18727949
cg27066438,11,18747919
cg15604507,11,19263433
cg13922121,11,19575262
cg23944586,11,19598794
cg18422632,11,19618976
cg14806636,11,19761062
cg01896424,11,20010227
cg13372003,11,20142714
cg24074033,11,20180437
cg21591624,11,20623199
cg18042724,11,20627327
cg19172170,11,20627781
cg13910907,11,22650783
cg25982561,11,22696308
cg09233619,11,23421870
cg12954779,11,24709096
cg05862393,11,26744484
cg27432604,11,27239162
cg21716804,11,27493530
cg11234013,11,27646797
cg08773955,11,28542288
cg26387458,11,28642652
cg06241208,11,30344200
cg25418670,11,30344373
cg02403522,11,30474351
cg15985500,11,30602788
cg13263383,11,31531759
cg11741189,11,31843886
cg25557175,11,32193776
cg18258224,11,32408432
cg20204986,11,32448067
cg13638420,11,32448293
cg13066658,11,32449163
cg04456238,11,32450104
cg12781568,11,32452038
cg15446391,11,32452370
cg07039818,11,33554009
cg12490907,11,33692006
cg24925907,11,33715619
cg09864245,11,33746426
cg12695685,11,33890131
cg16661143,11,34226461
cg04954111,11,34363786
cg27343303,11,34380546
cg11343506,11,34535568
cg24183324,11,35440062
cg13916633,11,35644854
cg05914894,11,36055687
cg14222964,11,36072436
cg00795268,11,36294323
cg20934799,11,36433850
cg25598685,11,42617544
cg18265608,11,44087367
cg20240860,11,44087423
cg00452199,11,44088257
cg17479956,11,44115929
cg02699915,11,44116952
cg08976101,11,44328423
cg02443626,11,44335060
cg21974656,11,44649802
cg19750643,11,44795814
cg18395231,11,44855796
cg06791867,11,44880944
cg19823649,11,44951252
cg02964359,11,45219125
cg11856976,11,45303530
cg23380672,11,45683401
cg10884142,11,45736465
cg23097878,11,45879730
cg02164088,11,45928937
cg01565965,11,45939458
cg24644201,11,46299066
cg06061966,11,46366643
cg07121644,11,46383031
cg01502396,11,46403923
cg14090004,11,46955183
cg08941576,11,46957888
cg07438103,11,47175143
cg23844623,11,47290730
cg09580214,11,47448534
cg15270729,11,47468898
cg13308137,11,47528955
cg11987802,11,47529924
cg25953688,11,47575283
cg12836610,11,47663538
cg25800328,11,47736132
cg07160014,11,47959926
cg22827986,11,48284249
cg07602195,11,48345361
cg13289364,11,48510647
cg11758446,11,48987265
cg24544798,11,48989769
cg27281836,11,49229833
cg15479572,11,49455164
cg27237272,11,49837068
cg13118410,11,49839281
cg08973839,11,49862012
cg05565715,11,49873682
cg13311805,11,55417018
cg16734913,11,55681277
cg22724854,11,55737072
cg05545891,11,56113768
cg09085358,11,57003857
cg10751914,11,57022542
cg05471009,11,57158970
cg23966547,11,57174470
cg25625670,11,57232742
cg11376147,11,57261198
cg00369658,11,57365088
cg12116851,11,57519584
cg21833459,11,58873955
cg03004497,11,58874207
cg05172141,11,58874645
cg21089930,11,58965571
cg06079620,11,58978082
cg20849025,11,58981043
cg27471192,11,59015338
cg15392147,11,59209777
cg22093158,11,59383768
cg15844711,11,59435407
cg12265130,11,59437344
cg01282204,11,59612937
cg26970800,11,59614212
cg13321166,11,59824038
cg18774435,11,59838540
cg16954525,11,60049097
cg22311510,11,60050143
cg19750116,11,60611862
cg00299736,11,60869969
cg07250758,11,61049251
cg20242427,11,61115736
cg08048279,11,61128853
cg21116783,11,61160490
cg17271269,11,61388864
cg15866089,11,61450294
cg22115093,11,61525922
cg09261816,11,61530655
cg15598662,11,61582890
cg00603274,11,61596626
cg06068935,11,61717005
cg15456821,11,61717225
cg15110101,11,61717334
cg01772980,11,61957695
cg07532354,11,61957732
cg14265033,11,61981255
cg01429471,11,62100798
cg12640109,11,62104720
cg14933468,11,62138599
cg23439361,11,62141096
cg10397070,11,62342227
cg22933646,11,62342512
cg22862634,11,62369728
cg13298116,11,62369859
cg11742103,11,62369870
cg24755189,11,62475373
cg02030628,11,62554067
cg15676512,11,62609102
cg06335918,11,62610003
cg02838784,11,62652985
cg16757456,11,63033729
cg13793810,11,63435340
cg01350440,11,63439155
cg17247314,11,63528669
cg09244748,11,63532530
cg02435734,11,63581814
cg01397775,11,63602805
cg03202732,11,63655087
cg04850017,11,63683019
cg00769843,11,63754453
cg16499416,11,63766286
cg11642412,11,63768412
cg17681750,11,63768665
cg27373749,11,63775612
cg11279857,11,64009878
cg26204322,11,64018687
cg00829944,11,64052608
cg26647291,11,64081500
cg08566640,11,64091735
cg20975835,11,64107374
cg07884764,11,64107517
cg21563192,11,64133067
cg12644659,11,64219570
cg07086353,11,64257660
cg14053234,11,64400731
cg07733098,11,64478343
cg21751231,11,64490736
cg09374353,11,64620859
cg13671299,11,64621685
cg13067095,11,64621915
cg04038246,11,64635846
cg18745670,11,64677356
cg24585346,11,64794741
cg04270414,11,64807235
cg20213269,11,64808357
cg20692197,11,64808428
cg09955152,11,64845676
cg06814102,11,64880135
cg16523148,11,64901065
cg08476157,11,64927890
cg00462763,11,64949223
cg25363789,11,64949878
cg02707152,11,64980819
cg07018964,11,65011110
cg09225861,11,65069680
cg07029024,11,65249342
cg21890820,11,65308645
cg09762242,11,65408429
cg11803771,11,65408566
cg22114498,11,65478893
cg03695871,11,65547172
cg04761751,11,65547889
cg07435294,11,65554356
cg12873305,11,65626984
cg20051715,11,65639798
cg02586730,11,65639869
cg06074582,11,65657849
cg16649728,11,65685316
cg05382772,11,65686513
cg02427764,11,65769310
cg19178040,11,66036932
cg17564074,11,66080543
cg07982833,11,66101109
cg12062782,11,66102686
cg16810310,11,66104993
cg05867215,11,66112760
cg12052203,11,66115045
cg14699728,11,66188522
cg14326225,11,66191380
cg15115797,11,66205994
cg27388792,11,66247347
cg08012287,11,66315298
cg20158826,11,66359489
cg23112950,11,66369765
cg15034244,11,66383961
cg23053568,11,66445634
cg01759756,11,66579670
cg15320059,11,66625164
cg05330472,11,66636291
cg06467504,11,66650500
cg03626668,11,66676568
cg13993051,11,67028945
cg13924996,11,67053829
cg08662757,11,67070967
cg22285621,11,67071322
cg11821796,11,67084644
cg07348535,11,67124319
cg14308612,11,67161732
cg09190408,11,67170610
cg17025232,11,67183330
cg21273437,11,67236952
cg25781868,11,67289522
cg19262315,11,67325980
cg10081761,11,67449667
cg04250587,11,67477635
cg27220312,11,67761385
cg06396265,11,67761514
cg05463966,11,67803951
cg24757160,11,67804112
cg01845451,11,67805250
cg09142135,11,67809980
cg26898077,11,67811114
cg18894028,11,68156978
cg10893908,11,68180584
cg16797656,11,68205561
cg14249520,11,68530177
cg19964581,11,68540558
cg07716408,11,68623521
cg04772025,11,68637568
cg06028808,11,68637592
cg20124417,11,68664757
cg18812198,11,68715658
cg17296447,11,68775524
cg22933847,11,68780136
cg03465499,11,68781279
cg12405136,11,68781357
cg02920396,11,68782211
cg16000022,11,68856414
cg11152384,11,68934300
cg06632797,11,68968215
cg23478547,11,69259265
cg17007896,11,69261044
cg24020398,11,69455715
cg24419164,11,69455962
cg23978357,11,69490378
cg10361167,11,69626349
cg13487293,11,69650156
cg20992181,11,69706285
cg11965936,11,69811698
cg18786224,11,69830436
cg14637111,11,69919524
cg26304147,11,69924046
cg24891434,11,69934031
cg07642499,11,69957602
cg06673840,11,69973248
cg24395117,11,70245893
cg01109897,11,70261100
cg12127706,11,70261959
cg23261640,11,70280489
cg10395806,11,70280601
cg25193885,11,70328867
cg13401531,11,70333281
cg15983986,11,70336800
cg17665552,11,70455599
cg06849501,11,70458964
cg11070176,11,70489806
cg10362475,11,70507825
cg23894980,11,70534718
cg13948330,11,70559064
cg02484455,11,70559534
cg07192048,11,70560211
cg12072529,11,70644532
cg07080031,11,70675170
cg09157251,11,70733251
cg09830455,11,70886197
cg04252957,11,71147213
cg27048527,11,71184503
cg08634826,11,71193572
cg09776041,11,71200489
cg20271985,11,71238270
cg26832211,11,71259251
cg19590900,11,71259292
cg25468005,11,71282718
cg04927069,11,71288256
cg25801502,11,71313750
cg08293690,11,71319400
cg09454251,11,71340288
cg23502888,11,71346528
cg06474131,11,71639687
cg16385335,11,71710614
cg13048008,11,71725340
cg24993471,11,72364184
cg18101314,11,72504857
cg21806242,11,72532891
cg06429555,11,72542625
cg04143120,11,72968848
cg17517138,11,73019481
cg19501190,11,73021274
cg08679180,11,73034459
cg06640773,11,73036179
cg14864148,11,73053649
cg02839202,11,73117693
cg26173447,11,73122490
cg19319487,11,73232747
cg20608259,11,73475368
cg02559264,11,73490474
cg19389446,11,73490704
cg11896623,11,73648126
cg16259171,11,73660510
cg25592907,11,73676012
cg11417675,11,73694801
cg03528246,11,73995105
cg05832925,11,74026371
cg20114271,11,74168469
cg20429722,11,74353553
cg25880958,11,74394337
cg13430464,11,74408131
cg20704148,11,74861433
cg04941239,11,75116001
cg16547529,11,75140681
cg26104986,11,75275303
cg25223391,11,75772747
cg16028555,11,75922172
cg11829155,11,76156134
cg20000464,11,76261997
cg17647271,11,76299819
cg16182465,11,76371946
cg01439670,11,76381165
cg16768850,11,76397220
cg23922724,11,76474735
cg21164877,11,76824254
cg16836678,11,76836460
cg20062305,11,76839129
cg20740339,11,76861985
cg26996201,11,77122864
cg13996476,11,77731848
cg09721595,11,77773924
cg26672202,11,77941180
cg05783135,11,78092939
cg04542047,11,78175253
cg15113168,11,78414387
cg16235582,11,78673212
cg08115371,11,79115706
cg10042532,11,80653256
cg25314284,11,80998251
cg20219053,11,81358293
cg26327442,11,82447767
cg19333374,11,82996473
cg05228186,11,83393344
cg15268290,11,83690587
cg02208793,11,84634615
cg05864010,11,85376948
cg26006254,11,85377031
cg20544552,11,85393693
cg02687418,11,85393765
cg09405463,11,85519653
cg12568536,11,85873778
cg18282849,11,86085694
cg03412784,11,86143260
cg23668581,11,86332042
cg02493602,11,86383696
cg14883291,11,86383761
cg05705813,11,86383809
cg01223071,11,86472904
cg01234251,11,86581441
cg20132698,11,86617261
cg16836250,11,87224821
cg12769599,11,87837113
cg02622846,11,88096346
cg02647408,11,88241594
cg26801014,11,88241769
cg02052905,11,88796355
cg14505434,11,89522851
cg05041596,11,89867385
cg23743573,11,89867420
cg09691862,11,90705491
cg24032249,11,91956670
cg21825879,11,91958458
cg14848783,11,92600066
cg00455535,11,92616319
cg03970229,11,92702507
cg19977866,11,92705264
cg26553710,11,92931390
cg26827247,11,93063208
cg21115391,11,93143810
cg12895631,11,93254589
cg06895640,11,93277191
cg16331890,11,93474632
cg19501941,11,93582999
cg19680693,11,94111807
cg13300301,11,94279068
cg20979815,11,94296907
cg26505052,11,94377225
cg04131101,11,94427846
cg09671810,11,94501636
cg00489066,11,94525186
cg09503596,11,94883722
cg02270170,11,94884875
cg10136773,11,94906134
cg24941342,11,95093809
cg07530172,11,95431373
cg06506128,11,95565688
cg14022202,11,95656984
cg22978477,11,96040893
cg03939054,11,96076473
cg19574327,11,96466206
cg16706099,11,100590197
cg25203245,11,100760935
cg27121959,11,100905070
cg25511807,11,102401438
cg10306192,11,102576374
cg09129186,11,102638494
cg25478299,11,102638669
cg00347729,11,102651753
cg14543953,11,102669090
cg15619439,11,102700944
cg10864394,11,102714882
cg12307373,11,103305609
cg02730303,11,103480630
cg03020863,11,104005644
cg01152624,11,106239635
cg13042926,11,106890247
cg10515439,11,107243587
cg23880829,11,107328671
cg04657684,11,107519203
cg13235825,11,107574836
cg18191196,11,107890656
cg14167139,11,108369406
cg19356515,11,108408950
cg10397930,11,109959298
cg04157658,11,110243994
cg27289463,11,110649234
cg05820396,11,111055240
cg10338785,11,111172903
cg10694914,11,111250431
cg21747628,11,111299045
cg06201763,11,111692181
cg12598198,11,111784386
cg18034637,11,111846087
cg18268988,11,111956844
cg18845001,11,113283595
cg25101936,11,113929164
cg12526471,11,113929188
cg15274309,11,114123605
cg02991558,11,114128517
cg17004104,11,114165730
cg24647015,11,114191367
cg07119067,11,115487685
cg24266670,11,115630629
cg12556569,11,116664039
cg18234543,11,116767019
cg13046003,11,117019490
cg11054816,11,117183853
cg12191285,11,117197731
cg03559815,11,117199307
cg15817969,11,117299038
cg11776727,11,117373118
cg21014159,11,117668035
cg11820026,11,117696743
cg05272790,11,117800276
cg01697865,11,117856007
cg26118131,11,117947214
cg27300950,11,117947628
cg22251955,11,118022607
cg19709743,11,118230230
cg07212053,11,118230307
cg19547141,11,118313315
cg26954138,11,118437129
cg16866038,11,118443240
cg13571811,11,118663646
cg04338966,11,118955391
cg02795624,11,118992260
cg26866165,11,119205041
cg02632800,11,119291765
cg00156427,11,119294322
cg12018163,11,119456270
cg17095460,11,119468660
cg26921987,11,119548369
cg06051912,11,119564438
cg21254083,11,119598909
cg23009046,11,119600595
cg07011180,11,119611809
cg07435449,11,120005650
cg16005559,11,120040616
cg17563773,11,120177486
cg13820391,11,121835505
cg03704073,11,121960000
cg21585512,11,122030076
cg06000878,11,122051193
cg10262710,11,122074011
cg20723705,11,122118676
cg09965508,11,122427524
cg25994988,11,122652382
cg14859854,11,122855462
cg18847598,11,123048161
cg03627771,11,123396039
cg00079598,11,123676903
cg03221590,11,123756314
cg14620221,11,124310939
cg09079417,11,124455002
cg13957045,11,124506378
cg10313947,11,124622815
cg07749845,11,124633411
cg09176023,11,124791601
cg05259966,11,124981320
cg20964304,11,125040416
cg05403655,11,125215457
cg19751824,11,125334935
cg26606064,11,125439070
cg16956665,11,125479362
cg25122413,11,125555692
cg05435295,11,125703230
cg25537846,11,125773135
cg09127759,11,125811660
cg25723459,11,126245829
cg21592954,11,126304039
cg08572513,11,126310409
cg05422174,11,126453681
cg20358011,11,126581947
cg04832325,11,126607483
cg12322672,11,126761638
cg25607216,11,126976228
cg23487517,11,128058627
cg12340503,11,128212805
cg26899988,11,128321108
cg08452327,11,128379171
cg26559804,11,128391271
cg18531204,11,128416765
cg09037089,11,128563483
cg03707169,11,128647051
cg03898448,11,128694915
cg23418180,11,128729960
cg23201575,11,128809085
cg19889666,11,128812825
cg15090889,11,128898503
cg24574691,11,129191447
cg02418793,11,129912344
cg14504497,11,129912407
cg04713042,11,129912454
cg14219124,11,129992297
cg02379333,11,130059643
cg10159728,11,130060252
cg10318641,11,130116833
cg15307777,11,130271767
cg01260219,11,130299333
cg02249938,11,130301501
cg01839492,11,130431435
cg05962950,11,130786565
cg22079354,11,130786696
cg14779329,11,130786720
cg04934246,11,131410981
cg14488962,11,131510278
cg02477931,11,131532721
cg09663736,11,131554122
cg18999314,11,131560382
cg01262836,11,131560477
cg17510003,11,131737914
cg20637081,11,131920673
cg10759648,11,132374480
cg19743254,11,132735814
cg11747462,11,132869600
cg13296579,11,132934962
cg16919708,11,133023150
cg25585185,11,133231644
cg18204273,11,133232927
cg06582250,11,133445802
cg25831071,11,133446185
cg15268920,11,133507035
cg16819299,11,133786376
cg07297608,11,133800146
cg05856173,11,133805604
cg09231767,11,133808630
cg08318505,11,133903913
cg20451986,11,133928302
cg04796525,11,133995182
cg01333619,11,134094250
cg11012046,11,134202336
cg16010458,11,134393371
cg13107191,11,134603744
cg25396728,12,248500
cg10356759,12,248889
cg21838640,12,278835
cg24087681,12,298268
cg21528927,12,308821
cg00909232,12,323439
cg05134736,12,378771
cg05483487,12,670892
cg26416981,12,731864
cg26654770,12,740100
cg01201512,12,740338
cg06081750,12,1018307
cg19235974,12,1063197
cg12142888,12,1351149
cg24730756,12,1612770
cg20125543,12,1655632
cg02249648,12,1703181
cg02664109,12,1721081
cg25891078,12,1738035
cg03371962,12,1772323
cg12671565,12,1904730
cg21224286,12,1909916
cg19069360,12,1922058
cg26111881,12,1948435
cg03700302,12,1948578
cg06623120,12,2113266
cg21806090,12,2198034
cg13939602,12,2467410
cg03727754,12,2564100
cg13647052,12,2800382
cg25247689,12,2881762
cg14176966,12,2944286
cg02852959,12,2944436
cg26794970,12,2967069
cg09976774,12,2986037
cg25972924,12,2986879
cg12514734,12,3216258
cg11958128,12,3226445
cg15852320,12,3232207
cg23443327,12,3248285
cg18039042,12,3308349
cg08935410,12,3322888
cg20089799,12,3384898
cg21584222,12,3414258
cg12592276,12,3427813
cg07966218,12,3474758
cg10350722,12,3490214
cg15321979,12,3541067
cg20035679,12,3563432
cg10104252,12,3563899
cg16746589,12,3566133
cg25354587,12,3590738
cg03440362,12,3782889
cg03485694,12,3862473
cg19350133,12,3948413
cg13852775,12,4099985
cg20567047,12,4140243
cg08663201,12,4380729
cg24018760,12,4381720
cg02914652,12,4417142
cg10662179,12,4417170
cg03240509,12,4918169
cg26162582,12,4918391
cg11224582,12,4919138
cg08380411,12,4919591
cg07132068,12,5253609
cg25487135,12,5265219
cg26271001,12,5313518
cg14592468,12,5603180
cg23551979,12,6165683
cg20837463,12,6166173
cg04057956,12,6339200
cg05125521,12,6391359
cg18801311,12,6417620
cg26088179,12,6418084
cg00556515,12,6442607
cg18372367,12,6451316
cg25750404,12,6579648
cg19861833,12,6602367
cg10838410,12,6659524
cg06743312,12,6661122
cg08627847,12,6833830
cg10970328,12,6931525
cg14538537,12,6939048
cg26536401,12,6956432
cg14996263,12,7046277
cg23193870,12,7055657
cg22413603,12,7072765
cg24535475,12,7167900
cg14248598,12,7183873
cg10086328,12,7341276
cg04924128,12,7342464
cg11416552,12,7591587
cg11300147,12,7596703
cg16874583,12,7781004
cg25828445,12,7781288
cg07379813,12,7793361
cg20927656,12,7863229
cg01120761,12,7903170
cg07477922,12,7946814
cg06645921,12,8025394
cg01627669,12,8068706
cg00191858,12,8332640
cg22853947,12,8392560
cg13061995,12,8548618
cg04155231,12,9217510
cg23795048,12,9217529
cg20380214,12,9217688
cg10605084,12,9217763
cg02883147,12,9217769
cg19091257,12,9217907
cg00504896,12,9437009
cg18705633,12,9720554
cg20894963,12,9885564
cg16744961,12,9885998
cg08747670,12,10343764
cg16899088,12,10827583
cg04279939,12,10876163
cg15428792,12,11151430
cg25677688,12,11176386
cg25106783,12,11244899
cg20418818,12,11244939
cg24741148,12,11286360
cg14829303,12,11287271
cg22692158,12,11463844
cg20522598,12,11464607
cg25373614,12,11548019
cg07806394,12,11652096
cg00748589,12,11653486
cg08684991,12,11662075
cg25757470,12,11760705
cg26373351,12,12031304
cg24438354,12,12111838
cg20300032,12,12186105
cg08615371,12,12503544
cg15429134,12,12619103
cg09462578,12,12878428
cg26244225,12,12938082
cg14463304,12,12965884
cg12910900,12,13155162
cg03777288,12,13717033
cg19789919,12,14518548
cg00267207,12,14849579
cg02546477,12,15082052
cg09440289,12,15475990
cg02325300,12,16758836
cg00564190,12,16759509
cg22959054,12,16761114
ch.12.447036F,12,18824440
cg10099275,12,18845488
cg02047977,12,19118327
cg10080553,12,19273767
cg08179485,12,19373325
cg07238058,12,19936611
cg16436164,12,19936663
cg23032200,12,20268224
cg00063703,12,20521087
cg14622193,12,21587445
cg19523213,12,21927973
cg10668933,12,22200200
cg25601967,12,22590017
cg00793450,12,22697620
cg05987944,12,22697623
cg05754872,12,22704367
cg01217815,12,23192600
cg15351950,12,24533168
cg16490209,12,25051773
cg15990629,12,25054873
cg19199865,12,25216962
cg26397265,12,25348258
cg03681383,12,25801522
cg23979954,12,25801601
cg07364781,12,26221695
cg25629905,12,26273008
cg22232504,12,26349469
cg10837653,12,26989568
cg16304302,12,27486485
cg17133487,12,27954854
cg02473866,12,28128105
cg24428144,12,28180450
cg19224639,12,28186450
cg13367219,12,28764033
cg16970926,12,29381810
cg09582351,12,29534625
cg26378403,12,30908310
cg09303645,12,31138958
cg00059782,12,31226714
cg10669878,12,31768811
cg03532709,12,31881951
cg07690768,12,32370933
cg19632664,12,34447816
cg13700315,12,34489827
cg02590409,12,34506462
cg09104321,12,34755856
cg11310341,12,38532129
cg26963002,12,38532352
cg09171368,12,38544936
cg23537193,12,39300744
cg03562770,12,39538604
cg09788416,12,39539408
cg09571762,12,39539558
cg25382486,12,40503038
cg20574502,12,41086282
cg24808545,12,42036950
cg17420585,12,42539391
cg19980929,12,42632907
cg01978144,12,42720088
cg16749614,12,43203955
cg24116870,12,43946284
cg00106942,12,44200524
cg17202013,12,45272881
cg14239655,12,46005115
cg01183821,12,46123850
cg15069785,12,46361154
cg15321306,12,46918065
cg08730239,12,47226453
cg13326926,12,48153388
cg07429710,12,48153705
cg03615683,12,48156576
cg23539261,12,48228889
cg18990042,12,48399169
cg08064245,12,48571096
cg01689239,12,48592635
cg00796672,12,48596817
cg03686952,12,49075221
cg02423534,12,49160180
cg21747160,12,49504981
cg04949149,12,49505053
cg24675983,12,49507823
cg26311454,12,49520648
cg05775627,12,49690254
cg25148733,12,49716596
cg12531498,12,49735181
cg16573136,12,49740639
cg19093689,12,49783097
cg24965937,12,49931989
cg03187301,12,49958768
cg16459182,12,50236606
cg23855989,12,50355821
cg04450003,12,50355995
cg05863443,12,50419463
cg11683511,12,50496708
cg17572255,12,50676705
cg27261219,12,51236638
cg25158678,12,51785362
cg27042523,12,52245356
cg16706613,12,52423671
cg23922804,12,52436085
cg05261299,12,52437299
cg26446929,12,52445820
cg26479305,12,52470979
cg23813179,12,52576336
cg11051139,12,52580428
cg04472592,12,52585786
cg14482313,12,52626889
cg03404339,12,52639319
cg08129150,12,52648079
cg18190861,12,52689098
cg12689128,12,52762533
cg02418195,12,52799285
cg17850642,12,52967687
cg24094029,12,53013048
cg16405957,12,53045793
cg12087615,12,53070144
cg01036090,12,53104746
cg02305765,12,53107910
cg23673344,12,53162748
cg06203952,12,53243058
cg07145683,12,53297443
cg01863139,12,53302715
cg22221657,12,53343105
cg01869224,12,53356063
cg25021051,12,53448178
cg09494609,12,53448180
cg20465954,12,53496921
ch.12.1107853R,12,53673225
cg11606261,12,53775336
cg25186332,12,53776149
cg27597505,12,54148217
cg05771518,12,54339288
cg16295056,12,54381798
cg10694030,12,54393460
cg22621272,12,54409336
cg22268279,12,54470362
cg19231697,12,54478754
cg03736807,12,54654045
cg10668189,12,54756590
cg01810875,12,54891213
cg06352538,12,55368244
cg24536818,12,55371892
cg06942770,12,55873715
cg22249612,12,56121485
cg22950598,12,56139862
cg25006073,12,56235635
cg03532253,12,56399235
cg06497795,12,56511914
cg17645541,12,56848079
cg13446622,12,57328406
cg02629586,12,57345407
cg19824441,12,57388312
cg10215079,12,57410788
cg06518123,12,57472074
cg09659163,12,57584929
cg11902380,12,57588031
cg13038544,12,57588198
cg12988522,12,57623095
cg13433012,12,57635954
cg08640498,12,57828515
cg22152796,12,57869941
cg23186534,12,57943421
cg11211563,12,58003905
cg20873036,12,58007090
cg03308494,12,58013267
cg24905909,12,58027199
cg21671248,12,58119607
cg01834979,12,58119918
cg07159847,12,58122341
cg22507723,12,58131768
cg27606822,12,58219365
cg01588475,12,58533355
cg23189194,12,58679494
cg12949547,12,58718950
cg09041389,12,58874770
cg14637285,12,61228742
cg10931900,12,63540400
cg05205563,12,64238503
cg19715314,12,64263169
cg00781208,12,64433590
cg10074892,12,64845717
cg12211040,12,66559342
cg21782017,12,67047397
cg10865238,12,67073062
cg20473420,12,67782441
cg24336808,12,68474606
cg14702960,12,68634040
cg19476334,12,68743928
cg08312765,12,68814447
cg11799593,12,68845869
cg10157862,12,69725695
cg12596182,12,70082885
cg01836441,12,70636618
cg21557445,12,70777528
cg10832714,12,70901437
cg00795885,12,71512170
cg14303478,12,72004098
cg16909364,12,72057977
cg10168894,12,72148281
cg10833114,12,72246108
cg06741096,12,74072114
cg23601664,12,75780994
cg05412459,12,75908973
cg26941787,12,76023400
cg24835883,12,76159482
